ICAO;NAME;ELEVEATION IN FT;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH
K5J9;TWIN CITY;99;8;3694;26;3694;;;;;;;;;;;;
K5K0;BRESSLER;3489;8;3460;17;2270;26;3460;35;2270;;;;;;;;
K5K1;ZELMER MEML;663;18;2900;36;2900;;;;;;;;;;;;
K5K2;TRIBUNE MUN;3610;17;5007;35;5007;;;;;;;;;;;;
K5K4;SCHUY-RUSH;665;9;3565;27;3565;;;;;;;;;;;;
K5K6;WESTOSHA;850;3;2849;21;2849;;;;;;;;;;;;
K5L0;LAKOTA MUN;1511;15;3500;33;3500;;;;;;;;;;;;
K5M0;HARTSELLE-MORGAN CO REGL;629;18;3599;36;3599;;;;;;;;;;;;
K5M1;DE WITT MUN WHITCOMB;190;18;3204;36;3204;;;;;;;;;;;;
K5M3;MOULTONBORO;576;2;3505;20;3505;;;;;;;;;;;;
K5M4;FORDYCE MUNI;193;5;3183;23;3183;;;;;;;;;;;;
K5M5;CRYSTAL LAKE;1178;13;3863;31;3863;;;;;;;;;;;;
K5M6;SUGAR SPRINGS AIRPARK;956;9;3800;27;3800;;;;;;;;;;;;
K5M8;GURDON LOWE;229;8;4403;26;4403;;;;;;;;;;;;
K5M9;MARION-CRITTENDEN CO;650;7;4400;25;4400;;;;;;;;;;;;
K5N2;PRENTICE MUN;1578;9;3250;27;3250;;;;;;;;;;;;
K5N4;SKY HAVEN;1151;3;2083;12;2855;21;2083;30;2855;;;;;;;;
K5N7;HAT;625;8;3600;26;3600;;;;;;;;;;;;
K5N8;CASSELTON MILLER REGL;933;13;3901;31;3901;;;;;;;;;;;;
K5O1;VICI MUN;2268;16;2565;34;2565;;;;;;;;;;;;
K5P2;MC LAUGHLIN MUN;2006;13;3800;31;3800;;;;;;;;;;;;
K5P3;BOWDLE MUN;1967;13;3600;31;3600;;;;;;;;;;;;
K5P5;PRESHO MUN;1760;10;3350;28;3350;;;;;;;;;;;;
K5R1;WILCOX;166;12;4002;30;4002;;;;;;;;;;;;
K5R2;OCEAN SPRINGS;20;18;3500;36;3500;;;;;;;;;;;;
K5R4;FOLEY MUN;74;18;3700;36;3700;;;;;;;;;;;;
K5R7;RAY;87;18;2000;36;2000;;;;;;;;;;;;
K5R8;DE QUINCY INDUSTRIAL;83;16;4997;34;4997;;;;;;;;;;;;
K5S0;OAKRIDGE STATE;1393;9;3610;27;3610;;;;;;;;;;;;
K5S1;GEORGE FELT;428;10;2300;28;2300;;;;;;;;;;;;
K5S2;CRESCENT LAKE STATE;4810;13;3900;31;3900;;;;;;;;;;;;
K5S4;TOLEDO STATE;12;13;1750;31;1750;;;;;;;;;;;;
K5S5;LAKE BILLY CHINOOK STATE;2695;16;2500;34;2500;;;;;;;;;;;;
K5S6;CAPE BLANCO STATE;214;14;5100;32;5100;;;;;;;;;;;;
K5S9;VALLEY VIEW;735;16;3780;34;3780;;;;;;;;;;;;
K5T0;WARD;105;4;3110;22;3110;;;;;;;;;;;;
K5T4;HERREID MUN;1725;12;2230;30;2230;;;;;;;;;;;;
K5T9;MAVERICK COUNTY MEMORIAL INTL;887;13;5506;31;5506;;;;;;;;;;;;
K5U0;DENTON;3594;9;2550;27;2550;;;;;;;;;;;;
K5U1;DUTTON;3699;16;3130;34;3130;;;;;;;;;;;;
K5U5;FAIRFIELD;3991;7;1525;18;3800;25;1525;36;3800;;;;;;;;
K5U6;FAIRVIEW;2152;8;3000;26;3000;;;;;;;;;;;;
K5U7;FT SMITH;3242;7;3827;25;3827;;;;;;;;;;;;
K5U8;GERALDINE;3178;7;2900;25;2900;;;;;;;;;;;;
K5V4;CALHAN;6450;17;4565;35;4565;;;;;;;;;;;;
K5V5;SHIPROCK AIRSTRIP;5270;2;5210;20;5210;;;;;;;;;;;;
K5V6;GEBAUER;4509;8;3000;11;2150;26;3000;29;2150;;;;;;;;
K5V8;KADOKA MUN;2466;4;1600;12;2600;22;1600;30;2600;;;;;;;;
K5W1;WILSON CREEK;1440;10;2500;28;2500;;;;;;;;;;;;
K5W4;P K AIRPARK;304;4;3402;22;3402;;;;;;;;;;;;
K5W5;TRIPLE W;244;16;3004;34;3004;;;;;;;;;;;;
K5Y0;HARRISVILLE;675;3;2140;21;2140;;;;;;;;;;;;
K5Y1;LINDBERG;760;9;3700;27;3700;;;;;;;;;;;;
K5Y2;HOUGHTON LAKE HEIGHTS;1165;16;2750;34;2750;;;;;;;;;;;;
K5Y3;GUTZMERS TWIN OAKS;821;18;2523;36;2523;;;;;;;;;;;;
K5Y4;LOST CREEK;1051;5;2200;18;2600;23;2200;36;2600;;;;;;;;
K5Y5;DAVIDS LANDING;615;18;2500;36;2500;;;;;;;;;;;;
K5Y7;HANLEY;984;18;4000;36;4000;;;;;;;;;;;;
K60C;ELROY MUN;944;6;3085;24;3085;;;;;;;;;;;;
K60F;SEYMOUR MUN;1344;17;4300;35;4300;;;;;;;;;;;;
K60G;SKYWAY ESTATES;931;8;2653;26;2653;;;;;;;;;;;;
K60J;ODELL WILLIAMSON MUN;32;6;4000;24;4000;;;;;;;;;;;;
K60M;SPENCER;1040;1;1949;19;1949;;;;;;;;;;;;
K60R;NAVASOTA MUN;229;17;5003;35;5003;;;;;;;;;;;;
K61A;CAMDEN MUN;143;18;4303;36;4303;;;;;;;;;;;;
K61C;FT ATKINSON MUN;800;3;3800;21;3800;;;;;;;;;;;;
K61D;PLAINWELL MUN;722;1;2550;9;2650;19;2550;27;2650;;;;;;;;
K61K;SEDAN CITY;1005;12;1790;18;3160;30;1790;36;3160;;;;;;;;
K61R;NEWTON MUN;322;14;4000;32;4000;;;;;;;;;;;;
K61S;COTTAGE GROVE STATE;641;15;3188;33;3188;;;;;;;;;;;;
K62C;CINDY GUNTLY MEML;790;1;2425;18;1200;19;2425;36;1200;;;;;;;;
K62D;WARREN;905;4;2907;18;2700;22;2907;36;2700;;;;;;;;
K62K;SENECA MUN;1291;18;2400;36;2400;;;;;;;;;;;;
K62S;CHRISTMAS VALLEY;4320;7;5200;25;5200;;;;;;;;;;;;
K63B;LIMINGTON-HARMON;292;11;2973;29;2973;;;;;;;;;;;;
K63C;ADAMS CO LEGION;979;8;2780;15;3398;26;2780;33;3398;;;;;;;;
K63F;STANTON MUN;2731;16;4240;34;4240;;;;;;;;;;;;
K63K;HILLSIDE;1025;17;2000;35;2000;;;;;;;;;;;;
K63M;HERMANN MUN;508;7;3198;25;3198;;;;;;;;;;;;
K63S;COLVILLE MUN;1882;1;2695;19;2695;;;;;;;;;;;;
K63Y;TYLER MUN;1742;14;2600;32;2600;;;;;;;;;;;;
K64I;LEE BOTTOM;470;18;4080;36;4080;;;;;;;;;;;;
K64S;PROSPECT STATE;2578;2;4000;20;4000;;;;;;;;;;;;
K64V;WALLACE MUN;3101;13;2800;31;2800;;;;;;;;;;;;
K65B;LUBEC MUN;85;8;2024;26;2024;;;;;;;;;;;;
K65G;MAPLE GROVE;908;9;3050;18;2000;27;3050;36;2000;;;;;;;;
K65J;WRENS MEML;450;11;3000;29;3000;;;;;;;;;;;;
K65S;BOUNDARY CO;2337;2;4002;20;4002;;;;;;;;;;;;
K66B;GILLESPIE;200;16;1635;34;1635;;;;;;;;;;;;
K66G;ZEHNDER;645;9;2530;27;2530;;;;;;;;;;;;
K66R;WELLS JR;242;15;3800;33;3800;;;;;;;;;;;;
K66S;CAVANAUGH BAY;2484;15;3100;33;3100;;;;;;;;;;;;
K66V;BLUFF;4476;3;3000;21;3000;;;;;;;;;;;;
K66Y;DIAMONDHEAD;14;18;3800;36;3800;;;;;;;;;;;;
K67A;FT DEPOSIT-LOWNDES CO;490;15;3593;33;3593;;;;;;;;;;;;
K67L;MESQUITE;1978;2;5121;20;5121;;;;;;;;;;;;
K67R;RIO GRANDE CITY MUN;290;16;4000;34;4000;;;;;;;;;;;;
K67S;PRIEST LAKE USFS;2611;14;4400;32;4400;;;;;;;;;;;;
K67T;OLD HOPPE PLACE;96;16;2764;34;2764;;;;;;;;;;;;
K68C;CENTRAL CO;876;4;2530;9;1800;13;1745;22;2530;27;1800;31;1745;;;;
K68F;TEAGUE MUN;525;15;3300;33;3300;;;;;;;;;;;;
K68J;TALLAHASSEE COMMERCIAL;155;16;3249;34;3249;;;;;;;;;;;;
K68R;HAMP;825;9;2580;27;2580;;;;;;;;;;;;
K68S;DAVENPORT;2421;3;2271;5;2747;21;2271;23;2747;;;;;;;;
K68Y;WELLS MUN;1119;17;2912;35;2912;;;;;;;;;;;;
K69G;RICHMOND;921;18;2471;36;2471;;;;;;;;;;;;
K69K;WAMEGO MUN;966;18;3184;36;3184;;;;;;;;;;;;
K69N;SLATINGTON;380;1;2455;19;2455;;;;;;;;;;;;
K69S;AVEY FIELD;1655;17;1975;35;1975;;;;;;;;;;;;
K69V;HUNTINGTON MUN;5915;8;4048;12;3640;18;2079;26;4048;30;3640;36;2079;;;;
K6A1;BUTLER MUN;667;6;2400;18;5002;24;2400;36;5002;;;;;;;;
K6A2;GRIFFIN-SPALDING CO;958;14;3701;32;3701;;;;;;;;;;;;
K6A4;JOHNSON CO;2240;6;4498;24;4498;;;;;;;;;;;;
K6A5;WARF;820;17;2550;35;2550;;;;;;;;;;;;
K6A6;KIMBALL MUN;1755;13;2600;31;2600;;;;;;;;;;;;
K6B0;MIDDLEBURY STATE;490;1;2500;19;2500;;;;;;;;;;;;
K6B4;FRANKFORT-HIGHLAND;1325;13;2750;31;2750;;;;;;;;;;;;
K6B6;MINUTE MAN;268;3;2770;12;1600;21;2770;30;1600;;;;;;;;
K6B9;SKANEATELES;1038;4;3350;10;3134;22;3350;28;3134;;;;;;;;
K6C2;OHIO DUSTING CO INC;765;9;3112;27;3112;;;;;;;;;;;;
K6CM;CHAPMAN MEML;1180;9;3200;27;3200;;;;;;;;;;;;
K6D1;BROOTEN MUN/BOHMER;1305;15;3500;33;3500;;;;;;;;;;;;
K6D3;MADDOCK MUN;1600;12;3000;30;3000;;;;;;;;;;;;
K6D6;GREENVILLE MUN;855;10;4199;18;1730;28;4199;36;1730;;;;;;;;
K6D7;DESHLER MUN;706;5;1737;9;2480;23;1737;27;2480;;;;;;;;
K6D9;IOSCO CO;605;8;4802;26;4802;;;;;;;;;;;;
K6E5;WILDER;1730;15;3700;33;3700;;;;;;;;;;;;
K6F1;TALIHINA MUN;687;1;3300;19;3300;;;;;;;;;;;;
K6F7;MANNING;320;7;3600;25;3600;;;;;;;;;;;;
K6G1;TITUSVILLE;1600;1;4902;19;4902;;;;;;;;;;;;
K6G4;WYNKOOP;1041;6;3355;9;2600;24;3355;27;2600;;;;;;;;
K6G5;BARNESVILLE-BRADFIELD;1312;9;4003;27;4003;;;;;;;;;;;;
K6G6;COVE VALLEY;1156;4;2750;22;2750;;;;;;;;;;;;
K6G8;SHAMROCK;995;1;2822;19;2822;;;;;;;;;;;;
K6H4;VAN WAGNEN;988;9;2105;27;2105;;;;;;;;;;;;
K6H8;HAZELTON MUN;2015;17;3800;35;3800;;;;;;;;;;;;
K6I2;LEBANON-SPRINGFIELD GEORGE HOE;871;11;5001;29;5001;;;;;;;;;;;;
K6I4;BOONE CO;959;18;3600;36;3600;;;;;;;;;;;;
K6J0;LEXINGTON CO AT PELION;452;18;4335;36;4335;;;;;;;;;;;;
K6J2;ST GEORGE;85;5;3201;23;3201;;;;;;;;;;;;
K6J4;SALUDA CO;539;1;3189;19;3189;;;;;;;;;;;;
K6J6;EDGEFIELD CO;611;11;2640;15;1584;29;2640;33;1584;;;;;;;;
K6J7;BRANHAMS;166;16;3200;34;3200;;;;;;;;;;;;
K6J8;OAK TREE LANDING;90;9;4630;27;4630;;;;;;;;;;;;
K6K2;SHELBY CO;760;17;2300;35;2300;;;;;;;;;;;;
K6K3;CREIGHTON MUN;1653;13;3700;18;2100;31;3700;36;2100;;;;;;;;
K6K4;FAIRVIEW MUN;1272;17;3620;35;3620;;;;;;;;;;;;
K6K5;SISTERS EAGLE AIR;3168;2;3560;20;3560;;;;;;;;;;;;
K6K7;GRUNDY CENTER MUN;1075;17;2250;35;2250;;;;;;;;;;;;
K6K9;KEOSAUQUA MUN;580;6;2275;24;2275;;;;;;;;;;;;
K6L3;LISBON MUN;1241;3;1320;14;3397;21;1320;32;3397;;;;;;;;
K6L4;LOGAN CO;1666;6;3605;24;3605;;;;;;;;;;;;
K6L5;WISHEK MUN;2043;14;3460;32;3460;;;;;;;;;;;;
K6M0;HAZEN MUN;230;18;4048;36;4048;;;;;;;;;;;;
K6M2;HORSESHOE BEND;781;13;4524;31;4524;;;;;;;;;;;;
K6M6;LEWIS CO REGL;675;18;3500;36;3500;;;;;;;;;;;;
K6M7;MARIANNA/ LEE CO- STEVE EDWARD;219;18;4021;36;4021;;;;;;;;;;;;
K6M8;MARKED TREE MUN;219;18;3200;36;3200;;;;;;;;;;;;
K6P3;WAUNAKEE;954;9;2223;27;2223;;;;;;;;;;;;
K6P7;MCVILLE;1105;14;2800;32;2800;;;;;;;;;;;;
K6R1;WELSH;18;7;2700;9;2200;25;2700;27;2200;;;;;;;;
K6R3;CLEVELAND MUN;150;16;5001;34;5001;;;;;;;;;;;;
K6R5;ALVIN;43;3;1420;6;1500;12;830;21;1420;24;1500;30;830;;;;
K6R6;TERRELL CO;2323;4;4525;13;4526;22;4525;31;4526;;;;;;;;
K6S0;BIG TIMBER;4494;6;5285;18;3475;24;5285;36;3475;;;;;;;;
K6S1;BRIDGER MUN;3720;16;3400;34;3400;;;;;;;;;;;;
K6S2;FLORENCE MUN;51;15;3000;33;3000;;;;;;;;;;;;
K6S3;WOLTERMANN MEML;3575;10;3814;28;3814;;;;;;;;;;;;
K6S4;DAVIS;1028;7;1940;25;1940;;;;;;;;;;;;
K6S5;RAVALLI CO;3644;16;4200;34;4200;;;;;;;;;;;;
K6S6;POWERS;326;13;2500;31;2500;;;;;;;;;;;;
K6S8;LAUREL MUN;3517;4;5200;9;1100;14;2725;22;5200;27;1100;32;2725;;;;
K6S9;STEHEKIN STATE;1230;13;2630;31;2630;;;;;;;;;;;;
K6U5;HINSDALE;2220;7;2200;10;2160;16;1960;25;2200;28;2160;34;1960;;;;
K6U6;HOGELAND;3139;7;3140;16;1230;25;3140;34;1230;;;;;;;;
K6U7;HYSHAM;2624;7;3060;25;3060;;;;;;;;;;;;
K6V0;EDGEMONT MUN;3594;12;3900;16;2016;30;3900;34;2016;;;;;;;;
K6V4;WALL MUN;2813;12;3499;18;1981;30;3499;36;1981;;;;;;;;
K6V5;BISON MUN;2791;11;3500;29;3500;;;;;;;;;;;;
K6W0;MALEY;997;5;2265;23;2265;;;;;;;;;;;;
K6W4;CASWELL;648;4;1735;22;1735;;;;;;;;;;;;
K6X0;TARRANT;590;12;2700;30;2700;;;;;;;;;;;;
K6Y0;MOORESTOWN;1213;3;2800;9;2600;21;2800;27;2600;;;;;;;;
K6Y1;BOIS BLANC ISLAND;664;10;3498;28;3498;;;;;;;;;;;;
K6Y3;NORTH FOX ISLAND;639;7;3000;25;3000;;;;;;;;;;;;
K6Y6;ST HELEN;1198;12;2600;18;2600;30;2600;36;2600;;;;;;;;
K6Y8;WELKE;664;9;2512;17;3500;27;2512;35;3500;;;;;;;;
K6Y9;PRICKETT-GROOMS;1372;10;2600;28;2600;;;;;;;;;;;;
K70D;TITUS;1863;9;2400;27;2400;;;;;;;;;;;;
K70J;CAIRO-GRADY CO;264;13;4000;31;4000;;;;;;;;;;;;
K70N;SPRING HILL;1729;5;2478;23;2478;;;;;;;;;;;;
K70S;MEAD FLYING SERVICE;1905;16;2481;34;2481;;;;;;;;;;;;
K71J;BLACKWELL;358;13;5152;31;5152;;;;;;;;;;;;
K71K;WESTPORT;1290;17;2520;35;2520;;;;;;;;;;;;
K71N;SUNBURY;450;5;3250;23;3250;;;;;;;;;;;;
K72F;THROCKMORTON MUN;1273;17;3723;35;3723;;;;;;;;;;;;
K72K;WESTPORT AUX;1272;17;2550;35;2550;;;;;;;;;;;;
K72S;ROSALIA MUN;2170;2;2807;20;2807;;;;;;;;;;;;
K73C;LANCASTER MUN;1015;18;3300;36;3300;;;;;;;;;;;;
K73F;WINGS FOR CHRIST INTL FLIGHT A;455;16;3000;34;3000;;;;;;;;;;;;
K73S;WILLARD;2520;4;2261;22;2261;;;;;;;;;;;;
K74N;BENDIGO;791;5;2325;23;2325;;;;;;;;;;;;
K74P;CALVADA MEADOWS;2726;15;4081;33;4081;;;;;;;;;;;;
K74R;HORIZON;551;11;2360;16;2250;29;2360;34;2250;;;;;;;;
K74S;ANACORTES;241;18;3015;36;3015;;;;;;;;;;;;
K74V;ROOSEVELT MUN;5176;7;6501;25;6501;;;;;;;;;;;;
K75C;OROGRANDE;4419;1;2800;19;2800;;;;;;;;;;;;
K75G;ROSSETTIE;1005;18;2480;36;2480;;;;;;;;;;;;
K75J;TURNER CO;389;17;5005;35;5005;;;;;;;;;;;;
K75K;BETHANY MEML;1035;3;2255;21;2255;;;;;;;;;;;;
K76F;VAN ZANDT CO REGL;522;17;3230;35;3230;;;;;;;;;;;;
K76G;MARINE CITY;613;4;3100;22;3100;;;;;;;;;;;;
K76N;SKYHAVEN;639;1;2007;19;2007;;;;;;;;;;;;
K76T;BISHOP;888;17;3730;35;3730;;;;;;;;;;;;
K76V;THOMAS MEML;4666;16;4397;34;4397;;;;;;;;;;;;
K77F;WINTERS MUN;1871;17;3204;35;3204;;;;;;;;;;;;
K77G;MARLETTE;895;1;3497;9;3796;19;3497;27;3796;;;;;;;;
K77S;HOBBY;541;15;3102;33;3102;;;;;;;;;;;;
K78A;SWAN CREEK;1135;2;1650;10;2600;20;1650;28;2600;;;;;;;;
K78I;PAMS PLACE;795;10;3630;18;1629;28;3630;36;1629;;;;;;;;
K78R;SAN AUGUSTINE CO;443;17;3800;35;3800;;;;;;;;;;;;
K78Y;RANKIN;976;17;3050;35;3050;;;;;;;;;;;;
K79C;BRENNAND;850;18;2450;36;2450;;;;;;;;;;;;
K79D;PHILIPPI/BARBOUR CO REGL;1755;8;3275;26;3275;;;;;;;;;;;;
K79J;SOUTH ALABAMA REGL AT BENTON;310;11;6000;29;6000;;;;;;;;;;;;
K79N;RIDGE SOARING;815;7;3322;25;3322;;;;;;;;;;;;
K79S;FT BENTON;2869;5;4300;14;1700;23;4300;32;1700;;;;;;;;
K7A0;GREENSBORO MUN;175;18;3508;36;3508;;;;;;;;;;;;
K7A3;LANETT MUN;624;8;3153;26;3153;;;;;;;;;;;;
K7A5;ROANOKE MUN;907;12;3561;30;3561;;;;;;;;;;;;
K7A6;STEVENSON;644;5;4103;23;4103;;;;;;;;;;;;
K7A8;AVERY CO;2745;17;3001;35;3001;;;;;;;;;;;;
K7B2;NORTHAMPTON;121;14;3335;32;3335;;;;;;;;;;;;
K7B3;HAMPTON;93;2;2105;20;2105;;;;;;;;;;;;
K7B4;MILLER FARM;930;9;3250;27;3250;;;;;;;;;;;;
K7B6;SKYLARK;120;10;3242;28;3242;;;;;;;;;;;;
K7B9;ELLINGTON;253;1;1800;19;1800;;;;;;;;;;;;
K7C3;MONONA MUN;1147;18;2650;36;2650;;;;;;;;;;;;
K7C5;SIG FIELD;929;18;2600;36;2600;;;;;;;;;;;;
K7D3;BALDWIN MUN;828;5;2800;9;3800;23;2800;27;3800;;;;;;;;
K7D8;GATES;1110;8;2800;26;2800;;;;;;;;;;;;
K7D9;GERMACK;820;1;3260;19;3260;;;;;;;;;;;;
K7F3;CADDO MILLS MUN;542;13;4000;18;4000;31;4000;36;4000;;;;;;;;
K7F5;CANTON-HACKNEY;500;18;3750;36;3750;;;;;;;;;;;;
K7F7;CLIFTON MUN/ISENHOWER;760;14;3000;32;3000;;;;;;;;;;;;
K7G0;LEDGEDALE;665;10;4206;28;4206;;;;;;;;;;;;
K7G1;HERRON;1226;1;1200;4;2030;19;1200;22;2030;;;;;;;;
K7G2;MC CLUSKY MUN;1900;13;3136;31;3136;;;;;;;;;;;;
K7G4;BLUE KNOB VALLEY;1270;11;3415;29;3415;;;;;;;;;;;;
K7G8;GEAUGA CO;1174;11;3500;29;3500;;;;;;;;;;;;
K7G9;CANTON MUN;1290;18;3600;36;3600;;;;;;;;;;;;
K7I2;REESE;991;9;2800;27;2800;;;;;;;;;;;;
K7I4;ORLEANS;655;6;3456;24;3456;;;;;;;;;;;;
K7K5;KENMARE MUN;1962;8;3700;26;3700;;;;;;;;;;;;
K7K6;WILCOX;1263;18;2100;36;2100;;;;;;;;;;;;
K7K7;GRAHAM;1107;15;5300;33;5300;;;;;;;;;;;;
K7K8;MARTIN;1100;14;3323;32;3323;;;;;;;;;;;;
K7L2;LINTON MUN;1779;9;3700;27;3700;;;;;;;;;;;;
K7L8;POST-AIR;861;10;3750;28;3750;;;;;;;;;;;;
K7M0;MC CRORY-MORTON;222;18;2400;36;2400;;;;;;;;;;;;
K7M1;MC GEHEE MUN;141;18;4007;36;4007;;;;;;;;;;;;
K7M2;MOUNTAIN VIEW WILCOX MEML;805;9;4502;27;4502;;;;;;;;;;;;
K7M3;BEARCE;644;8;4000;26;4000;;;;;;;;;;;;
K7M4;OSCEOLA MUN;235;1;3799;19;3799;;;;;;;;;;;;
K7M5;OZARK-FRANKLIN CO;648;4;3302;22;3302;;;;;;;;;;;;
K7M6;PARIS MUN;430;3;2710;21;2710;;;;;;;;;;;;
K7M7;PIGGOTT MUN;275;18;2550;36;2550;;;;;;;;;;;;
K7M8;RECTOR;281;18;3405;36;3405;;;;;;;;;;;;
K7M9;SALEM;787;2;3489;20;3489;;;;;;;;;;;;
K7MI;FLUGPLATZ;700;9;3873;27;3873;;;;;;;;;;;;
K7N1;CORNING-PAINTED POST;963;14;3269;32;3269;;;;;;;;;;;;
K7N4;HONEY ACRES;820;18;3800;36;3800;;;;;;;;;;;;
K7N7;SPITFIRE;40;7;2419;25;2419;;;;;;;;;;;;
K7N8;BUTTER VALLEY GOLF PORT;500;16;2420;34;2420;;;;;;;;;;;;
K7NC;DONALDS AIR PARK INC;18;4;4195;22;4195;;;;;;;;;;;;
K7P5;PISO;891;1;2080;19;2080;;;;;;;;;;;;
K7Q7;WHITE RIVER MUN;2151;12;3000;30;3000;;;;;;;;;;;;
K7R9;BAILES;21;17;2060;35;2060;;;;;;;;;;;;
K7S0;RONAN;3086;16;4798;34;4798;;;;;;;;;;;;
K7S1;TWIN BRIDGES;4789;7;2866;17;6000;25;2866;35;6000;;;;;;;;
K7S2;WINNETT;2989;12;3130;30;3130;;;;;;;;;;;;
K7S3;STARKS TWIN OAKS;170;2;2465;20;2465;;;;;;;;;;;;
K7S4;WISDOM;6133;1;3445;19;3445;;;;;;;;;;;;
K7S5;INDEPENDENCE STATE;180;16;3142;34;3142;;;;;;;;;;;;
K7S6;WHITE SULPHUR SPRINGS;5061;1;6100;13;3200;19;6100;31;3200;;;;;;;;
K7S7;VALIER;3826;4;2280;7;3075;10;2140;22;2280;25;3075;28;2140;;;;
K7S8;ROSS INTL;3553;7;2900;25;2900;;;;;;;;;;;;
K7S9;LENHARDT;165;2;2956;20;2956;;;;;;;;;;;;
K7T0;FREEDOM;885;17;2400;35;2400;;;;;;;;;;;;
K7T7;SKYWEST INC;2805;6;2800;16;5000;24;2800;34;5000;;;;;;;;
K7U8;RICHEY;2494;14;2690;32;2690;;;;;;;;;;;;
K7V2;NORTH FORK VALLEY;5798;5;4500;23;4500;;;;;;;;;;;;
K7V3;BIG FOOT;949;9;2912;18;2108;27;2912;36;2108;;;;;;;;
K7V5;BRUSH MUN;4280;7;4300;25;4300;;;;;;;;;;;;
K7V7;RED CLOUD MUN;1744;16;3702;34;3702;;;;;;;;;;;;
K7V8;JULESBURG MUN;3495;13;4100;31;4100;;;;;;;;;;;;
K7V9;CITY OF LAS ANIMAS- BENT CO;3915;8;3870;26;3870;;;;;;;;;;;;
K7W1;PORT OF ILWACO;13;10;2080;28;2080;;;;;;;;;;;;
K7W4;LAKE ANNA;351;8;2558;26;2558;;;;;;;;;;;;
K7W5;HENRY CO;683;10;4001;28;4001;;;;;;;;;;;;
K7W6;HYDE CO;6;11;4700;29;4700;;;;;;;;;;;;
K7Y2;THOMPSONVILLE;793;9;2900;17;2475;27;2900;35;2475;;;;;;;;
K7Y3;BACKUS MUN;1355;15;3588;33;3588;;;;;;;;;;;;
K7Y4;BAGLEY MUN;1500;14;3800;32;3800;;;;;;;;;;;;
K7Y7;A R S SPORT STRIP;955;18;2546;36;2546;;;;;;;;;;;;
K7Y9;BIG FALLS MUN;1232;3;2850;11;2850;21;2850;29;2850;;;;;;;;
K80C;LONE HICKORY;1015;16;2000;34;2000;;;;;;;;;;;;
K80D;CLARE CO;1142;5;3000;9;2437;18;2978;23;3000;27;2437;36;2978;;;;
K80F;ANTLERS MUN;577;17;3298;35;3298;;;;;;;;;;;;
K80G;TRI-CITY;844;10;3000;28;3000;;;;;;;;;;;;
K80S;LAVINA;3512;7;3460;25;3460;;;;;;;;;;;;
K80T;QUINCY MUN;1271;9;3660;27;3660;;;;;;;;;;;;
K80V;MEDICINE BOW;6658;6;2680;10;3170;24;2680;28;3170;;;;;;;;
K81B;OXFORD CO REGL;345;15;2997;33;2997;;;;;;;;;;;;
K81D;FLYIN TIGER;30;16;2261;17;2200;34;2261;35;2200;;;;;;;;
K81R;SAN SABA CO MUN;1255;13;4205;31;4205;;;;;;;;;;;;
K82A;MARION CO;682;14;3200;32;3200;;;;;;;;;;;;
K82C;MAUSTON-NEW LISBON UNION;908;14;3688;32;3688;;;;;;;;;;;;
K82J;FERGUSON;27;18;3200;36;3200;;;;;;;;;;;;
K82V;PINE BLUFFS MUN;5152;8;5330;26;5330;;;;;;;;;;;;
K83D;MACKINAC CO;624;7;3800;25;3800;;;;;;;;;;;;
K83V;UPTON MUN;4290;13;3710;31;3710;;;;;;;;;;;;
K84C;VALHALLA;805;9;2540;27;2540;;;;;;;;;;;;
K84D;CHEYENNE EAGLE BUTTE;2448;13;4200;31;4200;;;;;;;;;;;;
K84R;SMITHVILLE CRAWFORD MUN;323;17;4000;35;4000;;;;;;;;;;;;
K84Y;BLOOMFIELD MUN;1673;14;2700;32;2700;;;;;;;;;;;;
K85N;HOLLANDS INTL;360;6;2575;24;2575;;;;;;;;;;;;
K85U;SOLDIER BAR USFS;4190;7;1650;25;1650;;;;;;;;;;;;
K86F;CARNEGIE MUN;1354;17;3000;35;3000;;;;;;;;;;;;
K87I;YAZOO CO;105;17;5001;35;5001;;;;;;;;;;;;
K87K;EL DORADO SPRINGS MEML;931;4;3295;18;2430;22;3295;36;2430;;;;;;;;
K87Y;BLACKHAWK;920;4;2814;9;2203;22;2814;27;2203;;;;;;;;
K88C;PALMYRA MUN;851;9;2800;27;2800;;;;;;;;;;;;
K88D;HINDE;609;11;2501;29;2501;;;;;;;;;;;;
K88G;GRADOLPH;673;9;2306;27;2306;;;;;;;;;;;;
K88M;EUREKA;2672;1;4200;19;4200;;;;;;;;;;;;
K88R;SPICEWOOD;830;17;4185;35;4185;;;;;;;;;;;;
K89D;KELLEYS I;598;9;2203;27;2203;;;;;;;;;;;;
K89Y;MAIDENS;920;9;2435;27;2435;;;;;;;;;;;;
K8A0;ALBERTVILLE RGNL - THOMAS J BR;1032;5;6114;23;6114;;;;;;;;;;;;
K8A1;GUNTERSVILLE MUN-STARNES;615;7;5005;25;5005;;;;;;;;;;;;
K8A3;LIVINGSTON MUN;1372;3;5152;21;5152;;;;;;;;;;;;
K8A6;WILGROVE;799;17;2835;35;2835;;;;;;;;;;;;
K8A7;TWIN LAKES;818;9;2943;27;2943;;;;;;;;;;;;
K8B0;BEAN MUN;1825;14;3201;32;3201;;;;;;;;;;;;
